ID,Store_Name,City,State,Zip Code,Population,Median_Income
8960,Garth Rd & West Baker,Baytown,TX,77521,59271,66235
8962,10Th & Jonquil,Mcallen,TX,78501,65749,38105
8963,Hwy. 59 & Daniel Mccall,Lufkin,TX,75901,29405,52523
8965,Memorial & Benignus,Houston,TX,77024,38368,100712
8966,Mollie Stone - Greenbrae,Greenbrae,CA,94904,12310,138535
8967,Briarwood Mall,Ann Arbor,MI,48108,27962,70651
8969,Western & 25Th,San Pedro,CA,90732,21560,91558
8970,La Brea & San Vicente,Los Angeles,CA,90019,68990,58137
8971,Kern & N Street - Fresno,Fresno,CA,93721,8069,31732
8972,Serramonte Center - Daly City,Daly City,CA,94015,64390,96597
8974,Stonehenge,Raleigh,NC,27613,45773,94760
8975,Cumberland Mall,Atlanta,GA,30339,28097,82430
8976,44Th & Lex,New York,NY,10017,16274,118903
8977,Freedom Road,Cranberry Township,PA,16066,30944,108131
8978,Jefferson Pointe - Ft. Wayne,Fort Wayne,IN,46804,29087,72497
8981,Callowhill Street,Philadelphia,PA,19130,27147,65872
8983,San Jose & St. Augustine,Jacksonville,FL,32257,38250,58018
8986,Super Target Kissimmee St-1918,Kissimmee,FL,34746,46359,53822
8987,Super Target West Palm Beach St-19,West Palm Beach,FL,33411,71538,72801
8988,Target Savannah T-1910,Savannah,GA,31419,55683,57172
8989,Target-Altoona T-1939,Altoona,IA,50009,19915,83330
8990,Meridian Rd. & Corporate Dr,Meridian,ID,83642,44813,70784
8991,Super Target Naperville St-840,Naperville,IL,60540,45026,118541
8992,Target Chicago South Loop T-1889,Chicago,IL,60605,30147,107087
8993,Belle Hall,Mount Pleasant,SC,29464,53669,88172
8994,Tacoma Place,Tacoma,WA,98408,19814,58995
8995,Monte Vista & Countryside,Turlock,CA,95380,43890,49967
8997,Gresham Station,Gresham,OR,97030,37672,54271
8999,Heritage Place,Vancouver,WA,98660,12819,55398
9000,"Charleston & Rampart, Las Vegas",Las Vegas,NV,89117,54543,61003
9001,"Ramsey & 22Nd Street, Banning",Banning,CA,92220,33365,46020
9002,Fry & Kingsland,Houston,TX,77094,10016,128149
9003,Broaddale,Falls Church,VA,22046,18154,123890
9004,S John Young Parkway Towne Pl Blvd,Orlando,FL,32837,54119,61465
9005,Safeway-Greenbelt #107,Greenbelt,MD,20770,24157,79438
9006,Safeway-Woodinville #533,Woodinville,WA,98072,24436,123273
9007,S. University & Church,Ann Arbor,MI,48104,41988,63340
9008,"Brooklyn, Oh",Brooklyn,OH,44144,20072,48331
9009,Hollywood & Mccadden,Hollywood,CA,90028,35060,50046
9011,5Th & Church,Nashville,TN,37219,1326,71712
9012,Ne 139Th & 20Th - Salmon Creek,Vancouver,WA,98686,19385,88089
9013,E. Bay Street,Charleston,SC,29403,25112,44232
9014,Park Place - Tucson,Tucson,AZ,85711,41755,39661
9015,Tributary Point & Hazel - Rc,Rancho Cordova,CA,95670,55969,67099
9016,Dupont South,Washington,DC,20036,5431,87587
9020,Douglas & Rocky Ridge,Roseville,CA,95661,31369,86862
9021,Crow Canyon Rd & Camino Tassajara,Danville,CA,94506,26135,200137
9022,Lincoln & Minnesota Willow Glen,San Jose,CA,95125,54397,130573
9023,First Street & Las Positas,Livermore,CA,94551,41607,110178
9024,3Rd & Wilshire (Barnes & Noble),Santa Monica,CA,90401,8299,79544
9025,Laurel Village,San Francisco,CA,94118,40666,114075
9026,Hartz Ave & Prospect,Danville,CA,94526,33588,158496
9027,Pch & Cross Creek,Malibu,CA,90265,18580,135336
9028,Platt & Victory,West Hills,CA,91307,25147,116976
9030,Hastings Ranch,Pasadena,CA,91107,33518,95171
9031,74 New Montgomery,San Francisco,CA,94105,7292,189241
9032,Timberhill,Corvallis,OR,97330,42421,57381
9033,N Beverly & S. Santa Monica Blvd,Beverly Hills,CA,90210,22733,144546
9034,Main & Hill,Santa Monica,CA,90405,27279,90247
9035,Larchmont & Beverly,Los Angeles,CA,90004,65627,54393
9036,525 B Street,San Diego,CA,92101,45314,71068
9037,Polk Street,San Francisco,CA,94109,58274,93987
9038,Hamilton Plaza,Campbell,CA,95008,48040,121320
9039,Super Target Westminster St-1928,Westminster,CO,80021,33470,79122
9040,Target North Haven T-1916,North Haven,CT,6473,23953,95984
9042,Target Stamford T-1544,Stamford,CT,6901,8773,78945
9043,Target Seven Springs T-1967,New Port Richey,FL,34655,41638,65245
9044,Wickham Rd & I-95,Melbourne,FL,32940,36027,76950
9045,Sheridan St & Dykes Rd,Town Of Southwest Ranches,FL,33331,24696,109381
9047,Oregon City,Oregon City,OR,97045,55763,81303
9048,Multnomah,Portland,OR,97219,41005,97502
9049,Eugene,Eugene,OR,97401,44682,41557
9052,Longview/Thriftway,Longview,WA,98632,49357,48320
9053,Wilderness Village,Maple Valley,WA,98038,35025,108297
9054,Totem Lake West,Kirkland,WA,98034,51051,104148
9055,"Sandpoint, Id",Sandpoint,ID,83864,18442,52598
9056,208Th & Benson/Panther Lk.,Kent,WA,98031,41510,82995
9058,Novi Rd & W Oaks,Novi,MI,48377,17581,67107
9059,"Chagrin Falls, North Main Street",Chargrin Falls,OH,44022,16645,112279
9063,Blue Ash - Kenwood,Blue Ash,OH,45242,22158,92633
9064,55 E. Jackson,Chicago,IL,60604,891,99358
9065,"Cedar Road, Cleveland Heights",Cleveland Heights,OH,44106,26905,30879
9066,Webster & Downer,Milwaukee,WI,53211,35504,65690
9068,Peachtree Battle,Atlanta,GA,30305,25260,99358
9069,University Village,Seattle,WA,98105,48158,65955
9070,University Way,Seattle,WA,98105,48158,65955
9071,Bear Creek,Redmond,WA,98052,66938,127400
9072,Pine Street,Seattle,WA,98101,14235,84645
9073,120Th Ave & Ne 8Th,Bellevue,WA,98005,18533,115510
9074,Southcenter,Tukwila,WA,98188,23840,59129
9076,Vancouver Mall,Vancouver,WA,98662,35943,65501
9078,Northgate,Seattle,WA,98125,42060,73204
9080,Richmond Beach,Seattle,WA,98177,19468,109727
9081,Medford (B&N),Medford,OR,97504,47512,60093
9082,Pioneer Courthouse,Portland,OR,97205,9199,43620
9084,Clark & Germania Place,Chicago,IL,60610,40340,86562
9086,Spectrum,Reston,VA,20190,19485,116681
9087,Wayne,Wayne,PA,19087,33001,133707
9088,Berkshire Court,Dallas,TX,75225,22549,161718
9090,Dupont North,Washington,DC,20009,55855,106971
9091,Cascade Marketplace,Sterling,VA,20165,33946,140394
9092,"Tropicana & Boulder Hwy, Las Vegas",Las Vegas,NV,89122,53543,51523
9093,Ann & Camino Al Norte,North Las Vegas,NV,89031,66244,67825
9094,Eastview Mall,Victor,NY,14564,14893,101485
9096,I-35 & Centerpoint - Sw Corner,San Marcos,TX,78666,82635,42673
9098,Promenade On The Peninsula,Rolling Hills,CA,90274,26192,156513
9099,Bothell Qfc,Bothell,WA,98011,26617,89657
9104,Harbor & Orangethorpe,Fullerton,CA,92832,25363,68883
9105,Super Target Watauga St-1765,Watauga,TX,76148,25708,71549
9106,Supertarget West Plano St-1764 #333,Plano,TX,75093,51114,106631
9107,Super Target Shawnee St-1759,Shawnee Mission,KS,66217,5671,74166
9108,Super Target Trussville St-1773,Birmingham,AL,35235,19635,56780
9110,Safeway-Colorado Springs #1466,Colorado Springs,CO,80909,38311,46864
9111,Sacramento Con Ctr-13Th St Cafe,Sacramento,CA,95814,11876,44814
9118,Civica Office Building,Bellevue,WA,98004,36333,129923
9119,Juan Tabo,Albuquerque,NM,87112,43017,54759
9120,Target Covington T-1876,Covington,LA,70433,37902,71677
9121,Target Dorchester T-1898,Boston,MA,2125,35644,60402
9123,Target Abingdon T-1871,Abingdon,MD,21009,29125,91080
9124,Galleria At Tyler Mall Floor 2,Riverside,CA,92503,91930,70341
9126,Lincoln Center - Stockton,Stockton,CA,95207,50634,48345
9127,N Milpitas Blvd & Town Center Dr,Milpitas,CA,95035,84399,128077
9128,100 West Portal/Vicente,San Francisco,CA,94127,18649,169794
9129,Crow Canyon Rd & Crow Canyon Place,San Ramon,CA,94583,35812,149760
9130,19Th & J Street - Sacramento,Sacramento,CA,95811,7683,44214
9131,Stevens Creek & Deanza,Cupertino,CA,95014,64098,163754
9132,Metro Center Foster City,Foster City,CA,94404,37766,147358
9134,Devargas Center - Santa Fe,Santa Fe,NM,87501,15369,67763
9135,Muddy Branch,Gaithersburg,MD,20878,68418,122795
9136,Crystal City,Arlington,VA,22202,27271,113790
9137,Lynbrook,Lynbrook,NY,11563,22702,97354
9139,Charlottesville,Charlottesville,VA,22903,42342,61750
9140,Thayer Street,Providence,RI,2906,28753,81455
9141,Manhasset,Manhasset,NY,11030,18664,188816
9142,The Sands (Oceanside),Oceanside,NY,11572,30868,113466
9143,7700 Maple Street,New Orleans,LA,70118,34696,44438
9145,Hampden & Happy Canyon,Denver,CO,80222,22625,62246
9146,Super Target-Durham St-1872,Durham,NC,27707,48636,55794
9147,Target Farmingdale T-1866,Farmingdale,NY,11735,32665,104537
9148,607 Brighton Beach Ave,Brooklyn,NY,11235,78502,55413
9150,Target York West T-1875,York,PA,17408,24489,70216
9151,Target Simpsonville T-1870,Simpsonville,SC,29680,32852,73568
9152,Bristol & Memory Lane,Santa Ana,CA,92706,36259,69197
9153,Challenger Way & East Ave K,Lancaster,CA,93535,74323,50274
9155,College & Main-Durango,Durango,CO,81301,30372,71881
9156,I-75 & Barrett Pkwy,Kennesaw,GA,30144,58171,72606
9157,Touhy & Kostner,Lincolnwood,IL,60712,12473,96430
9158,66 W. Washington - Daley Plaza,Chicago,IL,60602,1248,96806
9159,Highland & Franklin,Hollywood,CA,90068,23971,89359
9160,27 Drumm Street,San Francisco,CA,94111,8762,105048
9161,Mission St & Gambetta,Daly City,CA,94014,49902,94009
9162,Harbor & Adams,Costa Mesa,CA,92626,50648,91717
9164,Ventura & Noble,Sherman Oaks,CA,91403,22410,95832
9166,Princeton Plaza - San Jose,San Jose,CA,95118,33732,111704
9168,Winnetka & Ventura,Woodland Hills,CA,91364,26589,102178
9169,123 Mission Street,San Francisco,CA,94105,7292,189241
9170,16Th Street & Camelback,Phoenix,AZ,85016,38407,65920
9173,Scripps Ranch Village,San Diego,CA,92131,36445,136461
9174,175 West Shaw - Clovis,Clovis,CA,93612,38727,44953
9177,Broadway & Littleton,Littleton,CO,80120,33203,75764
9178,Price Cutter-Springfield #51,Springfield,MO,65810,22687,71390
9179,Quorum,Addison,TX,75240,29888,47134
9180,Mason & Merrymount,Katy,TX,77450,74432,93250
9182,Hulen & Bellaire (Ft Worth),Fort Worth,TX,76109,23930,73463
9187,Davis & Westridge Pkwy,Salinas,CA,93907,22959,78155
9188,Farmingdale,Farmingdale,NY,11735,32665,104537
9189,"Artesia & Prairie, Torrance",Torrance,CA,90504,32897,84762
9190,"Lewis, Neverland Drive",Lewis,OH,43035,29061,120711
9191,Safeway-Bremerton #1524,Bremerton,WA,98311,26459,79414
9192,Santana Row,San Jose,CA,95128,35127,90302
9195,Stockdale Village- Bakersfield,Bakersfield,CA,93309,59750,54313
9197,Woodinville,Woodinville,WA,98072,24436,123273
9198,Pinecrest,Alexandria,VA,22312,31311,83851
9199,Washington Square,Tigard,OR,97223,48840,82778
9200,Marlborough Route 20,Marlborough,MA,1752,40133,83370
9202,Target North Fresno T-911,Fresno,CA,93720,47084,84823
9203,Liberty Place,Washington,DC,20004,1878,127308
9204,New Canaan,New Canaan,CT,6840,19956,170969
9205,Westwood & Lindbrook,Los Angeles,CA,90024,52903,67145
